RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2412,15585775,Johnson,582,France,Male,24,0,143271.68865787625,1,1,1,69417.33051801588,1
2413,15787497,Williams,718,Germany,Male,45,10,16530.856769355007,1,0,1,57514.58181940041,0
2414,15633544,Brown,600,Spain,Male,42,1,28970.987153796646,1,1,1,171782.83117147948,0
2415,15605602,Jones,783,France,Female,18,10,67299.32825431248,2,0,0,149740.52167071184,0
2416,15839050,Garcia,842,France,Female,47,2,173419.88192318345,2,1,1,172620.98307035782,1
2417,15833751,Miller,670,Germany,Male,48,1,0.0,1,1,0,174580.8984406546,1
2418,15628688,Davis,457,Germany,Male,34,10,201016.07578547465,1,1,1,145935.00240210738,1
2419,15620101,Rodriguez,625,Spain,Female,43,9,123857.94368163786,1,1,0,11522.450682772955,1
2420,15721923,Martinez,529,Spain,Female,41,2,0.0,1,0,1,19137.602959471387,0
2421,15597553,Smith,562,Spain,Male,61,4,117365.85059294364,1,1,0,14675.16585522433,1
2422,15684753,Johnson,642,France,Male,44,0,57735.08327326482,2,1,1,49595.615298055636,0
2423,15622182,Williams,421,Spain,Male,40,0,120311.86568282565,3,1,0,172771.22245621218,1
2424,15829128,Brown,632,France,Female,49,10,0.0,1,0,1,7667.149421273897,1
2425,15599392,Jones,524,Germany,Female,55,6,0.0,1,1,1,11325.218624177642,0
2426,15763838,Garcia,472,Germany,Female,59,8,214531.03967615563,1,0,0,23530.859111316087,1
2427,15591871,Miller,576,Spain,Male,33,8,0.0,1,0,0,115674.26779486224,0
2428,15574139,Davis,739,France,Male,43,6,44976.77997130889,1,1,0,63837.387116260914,1
2429,15847940,Rodriguez,793,France,Male,32,10,127904.26753034098,1,1,1,188163.20311210488,1
2430,15712927,Martinez,650,France,Male,62,10,114289.04176437021,3,1,0,27072.33239630218,1
2431,15837597,Smith,777,Spain,Female,39,1,0.0,1,1,1,160918.09634044004,0
2432,15621127,Johnson,432,Spain,Female,48,10,80522.13089993184,1,0,1,128974.6513601678,1
2433,15805669,Williams,602,France,Male,37,6,104768.1833876091,1,1,1,130636.30554991371,0
2434,15854664,Brown,495,Spain,Female,43,8,241649.32307270687,4,1,0,70361.8094493796,1
2435,15720990,Jones,469,Germany,Female,20,6,124486.83337700859,2,1,0,915.2094829806124,1
2436,15827202,Garcia,414,France,Male,49,1,246432.36039407784,1,0,0,73310.0753764475,1
2437,15785481,Miller,630,France,Male,52,6,20482.77565661635,1,1,1,120279.66631071678,0
2438,15711809,Davis,632,Germany,Male,33,3,83049.96789996009,1,1,0,147472.70982483655,1
2439,15774048,Rodriguez,740,Spain,Female,20,7,0.0,1,0,0,110608.65471270398,0
2440,15663457,Martinez,777,Spain,Male,53,2,155774.3197629676,2,0,0,196215.29476136953,1
2441,15661366,Smith,455,Spain,Male,52,4,0.0,1,1,0,117314.37909891274,1
2442,15697418,Johnson,762,Germany,Male,46,2,218928.1965985656,1,0,0,16621.733658961388,0
2443,15727703,Williams,828,France,Male,37,6,41308.0539170265,1,0,1,171001.7338589352,1
2444,15827392,Brown,649,France,Male,36,2,51585.48602616233,1,1,1,130562.4825980897,0
2445,15647536,Jones,456,France,Female,52,9,117673.19022005479,2,0,0,103423.69953448803,1
2446,15687933,Garcia,385,France,Male,35,4,161230.98426077908,4,0,1,155826.3435467133,1
2447,15784262,Miller,496,France,Female,40,0,161287.38918705715,1,1,1,138060.74835436736,1
2448,15808752,Davis,611,France,Female,38,3,190558.018686122,1,1,0,189766.12645459067,0
2449,15723248,Rodriguez,758,Germany,Female,42,5,54303.18474342405,2,0,1,92842.11559995914,1
2450,15609433,Martinez,508,Germany,Male,37,1,138958.93098983023,2,0,0,142149.56894231544,1
2451,15778396,Smith,614,France,Female,39,5,46880.499533559276,2,1,0,91832.7816942511,0
2452,15742810,Johnson,817,Spain,Male,56,9,0.0,2,1,0,55617.66437558862,1
2453,15575047,Williams,551,Spain,Male,44,6,126346.86235171733,2,1,0,63905.12908011424,1
2454,15828432,Brown,770,Germany,Female,42,7,137923.48578267978,2,0,0,118407.90751718944,1
2455,15578464,Jones,504,Spain,Male,47,2,240556.29876671796,2,1,1,36101.70977772721,0
2456,15755938,Garcia,362,France,Female,27,9,54227.35294463826,3,1,1,101083.06960425607,0
2457,15804254,Miller,646,Germany,Female,49,10,215757.8764164595,1,1,0,138682.69155481656,1
2458,15686688,Davis,733,Spain,Male,42,2,0.0,2,1,0,107294.06465854045,0
2459,15782524,Rodriguez,671,Spain,Male,32,4,90591.0958338684,3,1,0,112508.8007103182,0
2460,15657054,Martinez,847,Germany,Male,38,2,223284.23136514812,2,1,1,42512.31885005214,1
2461,15787074,Smith,434,Germany,Male,44,8,0.0,1,1,0,131534.2503381815,0
2462,15591257,Johnson,830,Spain,Male,39,6,94015.70201441192,2,1,0,119487.9035793505,0
2463,15583800,Williams,629,Spain,Female,49,4,0.0,1,1,0,106692.77519978135,1
2464,15741869,Brown,594,Germany,Male,31,4,0.0,1,1,1,139220.79455777296,0
2465,15768759,Jones,649,France,Male,27,0,246214.38287028566,1,0,1,140200.42455679312,1
2466,15710003,Garcia,711,France,Female,31,8,187191.02003443663,4,1,1,138406.26733111296,1
2467,15767742,Miller,703,France,Male,34,1,67066.55166975393,2,1,1,28126.629190744014,1
2468,15599567,Davis,665,Germany,Male,40,6,0.0,4,1,0,117802.56943587192,0
2469,15671101,Rodriguez,358,Spain,Female,35,6,0.0,2,1,0,139758.98970114722,1
2470,15703189,Martinez,735,France,Male,27,1,42533.347500454984,3,1,1,121676.8440922389,0
2471,15638217,Smith,596,Germany,Female,25,7,0.0,1,0,0,38589.48432201043,0
2472,15752688,Johnson,661,Spain,Male,26,7,0.0,1,1,1,4778.278810483376,0
2473,15754840,Williams,763,Germany,Female,36,8,161590.8361966173,2,1,0,121703.65906524852,0
2474,15724289,Brown,627,France,Male,30,1,0.0,1,1,0,44100.12745841526,0
2475,15694996,Jones,587,Spain,Male,35,0,228616.25266395885,2,1,1,165525.11012258995,1
2476,15653670,Garcia,552,Spain,Male,52,8,0.0,4,1,1,187077.95846876744,1
2477,15697862,Miller,596,Spain,Female,27,2,14319.258611757257,2,1,0,167706.62835033328,1
2478,15771436,Davis,584,Spain,Female,41,9,0.0,1,1,1,34108.41673276814,0
2479,15707260,Rodriguez,430,Germany,Female,27,1,207759.2699723613,1,1,1,163694.70978442882,1
2480,15828000,Martinez,705,France,Male,25,9,0.0,2,1,0,35711.537179870735,0
2481,15689651,Smith,362,Germany,Female,42,1,40130.080312966,1,1,0,59639.080301697024,1
2482,15641930,Johnson,676,France,Male,45,1,0.0,4,0,0,165646.9548204203,1
2483,15670349,Williams,365,France,Male,46,7,122817.85074622664,1,1,0,29060.63058859768,1
2484,15604248,Brown,830,France,Male,50,2,18052.820141547854,3,1,1,37574.29137517786,1
2485,15594496,Jones,394,France,Female,37,0,42330.92322483273,2,1,0,169020.59532548874,1
2486,15752069,Garcia,670,France,Male,41,7,0.0,2,1,1,197432.06677730882,1
2487,15587148,Miller,488,Germany,Female,35,1,0.0,1,1,0,127174.87886474856,0
2488,15733371,Davis,675,Spain,Male,51,5,225245.42590526608,1,1,0,123474.57015119887,1
2489,15787524,Rodriguez,497,France,Male,29,7,0.0,2,1,1,108119.30425338229,1
2490,15821891,Martinez,704,Spain,Female,44,9,170792.81573157135,1,0,1,48920.264956561696,1
2491,15772103,Smith,585,France,Female,28,8,104241.96570043784,2,1,0,7568.165411175865,1
2492,15818120,Johnson,540,France,Male,40,0,69905.4495392062,1,0,0,90066.34683271646,0
2493,15795518,Williams,450,Spain,Female,22,8,0.0,1,0,1,169392.43323350942,0
2494,15620778,Brown,454,Spain,Male,41,7,0.0,1,1,1,177713.37351695017,0
2495,15678483,Jones,823,Germany,Female,58,5,113347.87321301775,3,1,1,101122.41540452329,1
2496,15668633,Garcia,599,France,Male,33,4,0.0,3,1,0,187935.10970160132,0
2497,15752040,Miller,745,Spain,Male,36,5,52684.317452525356,2,1,0,112773.99981916783,0
2498,15664397,Davis,795,Spain,Male,47,1,0.0,2,1,0,151895.72336545656,0
2499,15616640,Rodriguez,443,Germany,Male,39,10,48639.018795255506,2,1,0,88388.25104777205,1
2500,15753299,Martinez,569,France,Male,51,2,10083.8959217108,2,0,0,16436.6172663599,1
2501,15707222,Smith,824,Spain,Female,42,8,155889.87990446298,4,1,1,167558.5556370179,0
2502,15615991,Johnson,647,Spain,Male,47,2,0.0,2,0,1,188623.97716468573,0
2503,15850591,Williams,688,Germany,Female,19,9,58201.42008443779,3,1,0,144711.35964556492,1
2504,15633691,Brown,802,France,Female,39,6,43937.43415978224,1,1,1,81801.81275535896,0
2505,15624511,Jones,791,Spain,Male,27,10,119421.17758128617,4,1,0,172071.39474104997,1
2506,15684063,Garcia,482,France,Male,35,3,4634.802027706497,2,1,0,126204.25094521283,1
2507,15711996,Miller,710,Spain,Female,43,10,36387.400104873705,3,0,1,566.411502284389,1
2508,15699370,Davis,504,France,Male,36,8,240786.2111520548,1,1,0,187060.91700800444,0
2509,15762450,Rodriguez,377,France,Male,31,3,211205.01357218105,2,1,0,92592.23207783542,1
2510,15830504,Martinez,631,Spain,Female,51,9,64002.17266494859,4,1,0,34879.08784043141,1
2511,15652217,Smith,824,France,Male,49,9,45283.83997457661,1,1,1,36609.91160425808,1
2512,15640268,Johnson,465,France,Male,25,5,86464.05020505039,3,0,1,68249.59319021084,1
2513,15842882,Williams,654,France,Female,46,1,179662.90293096233,1,0,0,8507.994178618139,0
2514,15692199,Brown,583,France,Male,40,6,146061.77467200372,4,1,1,61108.77545787106,1
2515,15743511,Jones,754,Germany,Male,41,2,9507.295736326998,1,1,1,18239.834400513708,1
2516,15577810,Garcia,350,Spain,Male,54,0,219993.7202534233,2,0,1,40395.3654493323,1
2517,15849855,Miller,697,Germany,Female,40,6,0.0,1,0,0,3618.94330244918,0
2518,15836632,Davis,589,France,Male,46,4,0.0,1,0,1,136204.8192167063,0
2519,15805173,Rodriguez,407,Germany,Female,41,10,0.0,2,0,1,115122.47226496572,1
2520,15705245,Martinez,684,France,Female,41,6,80.80792020348504,1,0,0,18442.529039495108,1
2521,15811884,Smith,532,Spain,Female,29,0,158195.27008812933,2,0,1,155080.18366527715,1
2522,15720156,Johnson,686,France,Male,63,4,246395.69156977255,2,1,1,137613.4973186016,1
2523,15810026,Williams,375,Spain,Male,18,1,103107.0641086357,4,1,0,30888.333573190183,1
2524,15600219,Brown,817,Spain,Female,31,0,0.0,1,1,1,8291.828028477388,0
2525,15619610,Jones,758,France,Female,34,5,0.0,2,1,1,27016.652955575682,0
2526,15846196,Garcia,426,France,Female,48,4,170174.77824906,1,1,1,23389.59772740135,0
2527,15766397,Miller,766,Spain,Female,24,3,0.0,1,0,1,122073.12738433482,1
2528,15580983,Davis,566,France,Male,37,0,177251.73121809104,1,1,1,10256.128227002799,1
2529,15804718,Rodriguez,677,France,Male,46,4,169817.110616852,4,1,1,62196.915313088706,1
2530,15832920,Martinez,674,France,Male,26,6,150253.71673970818,1,1,0,71809.47231928472,0
2531,15745227,Smith,611,Spain,Male,37,0,106408.85935611471,1,1,1,17149.298646600088,0
2532,15594066,Johnson,372,Germany,Male,37,3,248195.69973284556,1,1,1,68661.0769962959,1
2533,15838847,Williams,593,France,Female,33,5,16856.4571081683,2,0,1,113249.4283796474,0
2534,15841792,Brown,507,France,Female,39,7,104456.55345883472,2,1,0,64444.57964023431,1
2535,15775995,Jones,555,Germany,Male,34,6,42109.00637043949,2,0,0,186136.92571136402,1
2536,15681920,Garcia,659,Spain,Male,48,6,0.0,1,0,1,57196.38931649144,0
2537,15622008,Miller,436,France,Male,44,7,61955.69583197694,2,1,0,130195.65302126025,1
2538,15701266,Davis,616,Germany,Male,37,6,151152.74108197037,1,1,0,107746.1102629946,1
2539,15820796,Rodriguez,764,France,Male,39,3,151818.30619242793,4,1,1,75040.11188112266,0
2540,15599929,Martinez,483,France,Female,35,10,0.0,1,1,1,193776.98107728065,1
2541,15776449,Smith,616,Germany,Female,52,5,0.0,2,1,1,171784.8909854243,0
2542,15609173,Johnson,682,Germany,Male,43,1,160129.54807650886,1,1,0,40141.50785778214,1
2543,15703589,Williams,617,France,Male,37,7,108980.41524763715,1,1,1,194493.41929949328,1
2544,15642876,Brown,799,France,Female,43,2,42409.87958664735,2,1,0,3827.509222527019,1
2545,15630008,Jones,402,France,Male,57,3,114724.22559574925,1,0,0,2175.51484962443,1
2546,15660729,Garcia,448,France,Male,32,1,220492.5825859047,1,0,0,19094.763385167942,1
2547,15708013,Miller,596,France,Male,47,8,0.0,1,1,1,71138.30136941656,0
2548,15658194,Davis,385,France,Female,43,1,170105.92461787563,1,1,1,72997.26360793968,1
2549,15690850,Rodriguez,750,Germany,Male,36,5,25396.3642857615,1,1,0,11172.19148392968,0
2550,15795117,Martinez,377,Germany,Male,31,2,63686.315497171745,3,1,1,148609.73403287644,1
2551,15768136,Smith,569,Spain,Female,47,5,0.0,4,0,1,64180.59729311276,1
2552,15729535,Johnson,755,Spain,Male,41,3,106543.28908516659,2,1,0,189601.61985188333,0
2553,15836104,Williams,451,France,Male,53,7,0.0,1,0,0,199647.21708311696,1
2554,15746912,Brown,612,France,Male,50,2,0.0,1,1,0,138041.41384176255,1
2555,15842694,Jones,620,France,Female,42,7,0.0,1,0,0,23065.888198344157,1
2556,15628796,Garcia,573,Germany,Male,31,2,0.0,2,0,1,103440.5017874092,1
2557,15683587,Miller,488,France,Female,59,4,160655.1751305975,1,1,0,156952.10194581418,1
2558,15851412,Davis,629,Germany,Male,32,10,75161.0790395581,2,1,0,183649.6050159598,1
2559,15600993,Rodriguez,800,Spain,Male,47,1,7374.418834953267,1,1,1,85333.73424246897,0
2560,15640514,Martinez,635,France,Female,21,5,11451.325324204065,1,1,1,55.77771631077022,0
2561,15662837,Smith,803,France,Male,54,6,79998.5950184523,1,1,0,81373.28309149548,1
2562,15617332,Johnson,599,Spain,Male,18,7,88320.63814368004,2,1,0,114535.88034691403,1
2563,15575586,Williams,671,Germany,Male,35,3,60845.33757369165,1,1,1,22210.412389903122,0
2564,15751079,Brown,666,Spain,Male,28,8,0.0,1,1,1,129224.23020892816,0
2565,15615513,Jones,427,France,Female,52,1,224572.98019129637,1,1,0,112546.33117599218,1
2566,15747273,Garcia,646,Spain,Female,31,7,0.0,3,0,1,95564.05605701936,0
2567,15610601,Miller,687,France,Female,44,5,0.0,1,0,1,108474.72748781345,0
2568,15844133,Davis,656,Germany,Male,41,3,0.0,2,0,1,5975.778216674183,0
2569,15638393,Rodriguez,777,Spain,Male,24,1,53575.05173530014,1,0,0,150579.22412753646,1
2570,15792909,Martinez,700,Spain,Male,49,3,203284.7795035358,1,1,0,139756.53317675358,1
2571,15612104,Smith,362,France,Female,38,2,22087.08420652039,1,0,1,40165.107539655044,1
2572,15656871,Johnson,695,Spain,Male,54,3,95261.06129530355,1,1,1,15338.624549774679,0
2573,15837013,Williams,841,France,Female,45,3,158749.29779141597,2,0,1,78534.50637963462,1
2574,15625572,Brown,745,France,Male,31,10,0.0,1,1,1,151498.90630791447,0
2575,15597875,Jones,431,France,Female,36,6,0.0,1,1,0,79076.22669385535,1
2576,15796524,Garcia,358,Germany,Female,36,0,71427.40529410247,1,1,0,144528.65389267838,1
2577,15789264,Miller,846,Spain,Male,46,8,0.0,1,1,1,155287.92650545706,0
2578,15703354,Davis,562,France,Female,46,4,9560.84759172643,1,1,0,9191.490049896407,1
2579,15675856,Rodriguez,397,Germany,Male,32,2,59200.392855034675,1,1,0,79083.62214072526,1
2580,15854494,Martinez,398,France,Male,48,6,163259.12683171855,3,1,0,197659.77761037913,1
2581,15693496,Smith,658,France,Male,43,6,159650.81003005384,4,1,1,5268.960082898662,1
2582,15654369,Johnson,789,France,Male,45,7,0.0,1,1,1,178990.14332437716,0
2583,15779098,Williams,389,Spain,Female,44,9,0.0,2,0,0,23390.714943508512,1
2584,15711340,Brown,712,Spain,Male,47,3,81341.0860183964,1,0,0,122107.59456685626,0
2585,15804842,Jones,629,France,Male,29,8,0.0,1,1,1,189950.654348153,0
2586,15661720,Garcia,575,Spain,Male,40,1,234706.37180286692,1,1,0,123193.92616697031,1
2587,15594504,Miller,805,France,Female,49,5,123440.39731962634,1,1,1,38034.88909345723,1
2588,15715003,Davis,457,Germany,Male,50,2,41483.114487287174,1,1,0,41499.78345959095,1
2589,15714635,Rodriguez,594,France,Female,50,7,0.0,1,1,0,6040.924419879319,0
2590,15795848,Martinez,604,Germany,Female,30,7,201428.67763705493,1,1,0,71166.28019007538,0
2591,15596496,Smith,382,Spain,Female,59,5,137916.8001929971,1,1,1,116957.69675555808,1
2592,15836615,Johnson,372,Spain,Female,56,3,0.0,2,0,1,162065.716081146,1
2593,15576794,Williams,682,France,Female,30,7,0.0,2,1,1,116547.9972244547,1
2594,15845414,Brown,403,Spain,Female,36,5,0.0,1,0,1,182413.3683469947,1
2595,15839035,Jones,658,France,Female,45,8,159177.8808102766,1,0,1,138287.1220854761,1
2596,15739525,Garcia,398,Germany,Female,31,6,93339.90501158452,1,1,0,110588.21276487995,0
2597,15729100,Miller,811,France,Female,44,8,0.0,1,1,1,41216.83178338366,1
2598,15605898,Davis,427,France,Male,41,7,201366.12539382884,3,1,0,157026.5882583874,1
2599,15567962,Rodriguez,685,Spain,Female,51,3,0.0,1,1,1,60599.73238497755,1
2600,15723285,Martinez,782,Spain,Female,43,5,111941.41021098921,3,1,0,64183.00292732272,1
2601,15701151,Smith,707,France,Female,18,6,0.0,2,1,0,21213.33375572842,1
2602,15606284,Johnson,471,Germany,Female,47,3,143923.04892901678,1,1,1,10184.786678743167,1
2603,15725806,Williams,793,Germany,Female,51,3,192575.98923671801,1,1,1,91060.17582101705,1
2604,15676733,Brown,708,Spain,Female,38,9,224156.58382662598,1,0,1,24552.623261206158,0
2605,15772641,Jones,439,France,Male,40,2,31019.75119999159,2,0,0,67725.33936645163,1
2606,15792428,Garcia,695,Spain,Male,40,9,226066.35629494,4,0,1,167560.4946243388,1
2607,15639570,Miller,542,France,Male,33,5,242863.91870226635,2,1,0,65901.90738990348,1
2608,15833255,Davis,765,France,Male,63,10,103623.2642221146,1,1,1,124109.53733382815,1
2609,15752817,Rodriguez,726,Germany,Male,31,1,157738.71375264894,1,1,1,170191.64421470775,1
2610,15760088,Martinez,812,Germany,Female,48,10,197044.11693508047,1,1,0,29840.686211989367,0
2611,15768117,Smith,593,Germany,Male,48,3,204664.18955400414,1,1,0,189313.98738037975,0
2612,15652417,Johnson,498,France,Female,34,7,0.0,2,1,0,112045.7031813167,1
2613,15619946,Williams,495,France,Male,29,2,0.0,2,0,1,147131.362466125,1
2614,15608757,Brown,827,France,Female,37,7,0.0,1,1,1,171637.2348769304,1
2615,15816437,Jones,665,France,Male,45,6,95016.16359530094,1,1,1,155811.95613186763,1
2616,15845388,Garcia,727,France,Male,42,6,243459.45372010034,1,1,0,48239.78676076793,1
2617,15791384,Miller,490,France,Male,57,10,136865.31744109993,2,1,1,50223.4972046755,1
2618,15831673,Davis,757,Spain,Female,33,8,197604.34249869254,1,1,1,35691.55522278694,0
2619,15682357,Rodriguez,635,Germany,Female,33,3,48133.585666153085,1,1,0,39054.16998316968,1
2620,15582788,Martinez,735,Spain,Male,47,10,202722.04799427136,1,1,0,160911.9010789817,0
2621,15702255,Smith,688,Germany,Male,22,7,0.0,2,0,1,112082.66534207543,0
2622,15747725,Johnson,460,France,Male,33,1,137223.04810140614,1,1,0,25744.45051471635,1
2623,15702236,Williams,457,France,Male,37,2,0.0,1,0,0,61808.88139860184,1
2624,15808937,Brown,716,Germany,Male,38,3,86356.80916170235,1,1,1,15475.588910828665,1
2625,15636149,Jones,630,Spain,Male,33,8,12589.06402430507,1,1,0,165556.7544354714,0
2626,15570349,Garcia,399,Spain,Male,20,0,157293.6788213031,3,0,1,123080.24879680212,0
2627,15601335,Miller,363,France,Male,53,6,236935.23321458607,1,1,1,32892.90498906803,1
2628,15587755,Davis,483,France,Male,52,1,79166.605792865,2,0,1,167438.49727721134,1
2629,15635729,Rodriguez,425,Spain,Male,22,4,117217.97674415255,2,0,1,179396.7922241743,1
2630,15587908,Martinez,433,Germany,Male,45,0,0.0,1,0,1,141097.85851017063,1
2631,15796594,Smith,692,Germany,Male,37,5,207003.42849714778,1,1,0,99529.63825268977,1
2632,15647255,Johnson,507,Spain,Male,44,2,0.0,2,0,1,154474.15544438502,1
2633,15718159,Williams,635,Spain,Male,41,5,160101.65830437178,3,0,1,76663.23925210333,1
2634,15648977,Brown,771,Germany,Female,24,7,0.0,1,1,1,89465.33551051795,0
2635,15749553,Jones,663,Spain,Male,47,7,65545.42259740035,1,1,1,85905.06403957508,1
2636,15758213,Garcia,443,Spain,Male,33,3,0.0,1,1,0,195009.70589634188,1
2637,15573911,Miller,646,Germany,Female,18,6,72518.2208720344,1,1,0,66078.35675820828,0
2638,15610064,Davis,443,Germany,Male,40,5,159560.27264605756,1,1,0,99311.9436729371,1
2639,15807948,Rodriguez,406,Germany,Male,23,1,206760.75451812774,1,1,1,177249.99867152883,1
2640,15643980,Martinez,513,France,Male,50,5,216270.2924388677,1,1,0,17100.23201318686,0
2641,15757121,Smith,669,Spain,Male,36,1,0.0,1,1,1,57943.886868886955,1
2642,15752057,Johnson,846,Germany,Male,39,3,0.0,2,1,1,150217.36102851917,1
2643,15768897,Williams,447,France,Male,44,4,208772.23294096586,3,1,0,147678.21099284824,1
2644,15765620,Brown,365,Germany,Female,40,8,178903.05212014596,2,1,0,111391.48388879509,1
2645,15823025,Jones,693,France,Female,33,2,0.0,1,0,0,138929.82914024085,0
2646,15760862,Garcia,427,Germany,Female,50,4,192404.1797765004,4,1,1,56728.19669626435,1
2647,15796064,Miller,695,Spain,Male,37,1,150268.12339236305,1,1,0,129628.09460890629,1
2648,15700094,Davis,421,France,Female,27,2,163230.2922665972,1,1,0,9507.028023849698,1
2649,15775455,Rodriguez,619,France,Female,42,4,144534.8354900473,1,0,1,197119.78881513202,0
2650,15688754,Martinez,636,Spain,Male,38,6,0.0,3,1,1,128062.04188400226,1
2651,15749666,Smith,415,Spain,Female,38,5,123423.29358175638,1,1,1,35877.58268416116,1
2652,15732593,Johnson,717,France,Male,40,1,151244.95324790242,1,0,0,144269.52090132807,1
2653,15700533,Williams,417,Germany,Male,39,8,229091.99165020534,1,1,1,127865.97115676793,1
2654,15718963,Brown,542,Spain,Male,53,7,89845.36580070737,1,0,1,192855.8154249007,1
2655,15633112,Jones,404,Spain,Female,30,8,213832.9632141677,2,1,1,57794.85986873129,1
2656,15851222,Garcia,817,France,Male,18,8,0.0,1,1,1,11279.698400985033,0
2657,15603912,Miller,728,Germany,Female,39,4,209379.47685034724,1,1,1,36668.85220583926,0
2658,15779682,Davis,811,France,Male,47,10,80194.50341753845,2,1,0,83759.29669115982,1
2659,15831589,Rodriguez,517,Spain,Male,23,6,127782.07243973091,1,0,0,47511.856584183886,1
2660,15822339,Martinez,758,Germany,Female,42,6,101533.28808024431,4,0,0,148657.3899635188,1
2661,15852840,Smith,374,France,Female,24,9,18370.38889625514,1,1,0,9514.520238178075,1
2662,15713750,Johnson,480,Spain,Female,47,8,215332.33822228923,1,1,1,25733.702700826572,0
2663,15794711,Williams,674,France,Female,39,8,246588.55708584163,2,1,0,61733.93164967334,1
2664,15600243,Brown,451,Germany,Male,30,5,97743.30226760056,1,1,1,112057.7070022056,1
2665,15576352,Jones,723,Spain,Male,22,2,0.0,1,1,1,58371.5547632699,0
2666,15664940,Garcia,631,Germany,Female,60,7,65570.7029688623,2,0,0,112345.03144830237,0
2667,15792117,Miller,645,Germany,Male,62,0,0.0,4,1,1,62302.556775284145,1
2668,15844560,Davis,643,Spain,Male,28,9,230743.22397772028,1,1,1,152002.18232849444,0
2669,15721079,Rodriguez,771,Spain,Male,27,10,0.0,1,0,0,148317.6985308723,0
2670,15715859,Martinez,801,Spain,Female,39,3,113219.56961406094,1,1,1,158033.47474698175,0
2671,15706831,Smith,612,France,Male,35,9,0.0,1,0,1,191334.6086990573,0
2672,15821649,Johnson,827,Spain,Male,35,1,14934.476094932897,1,1,0,165169.34951497478,0
2673,15629901,Williams,763,Germany,Male,41,4,240057.51474267882,1,1,0,165791.54513395438,0
2674,15671549,Brown,469,France,Female,58,6,231684.13169043706,2,0,0,76217.85973690428,1
2675,15671723,Jones,752,France,Female,52,10,0.0,1,0,1,62238.083100194905,1
2676,15743392,Garcia,580,France,Male,35,0,0.0,1,1,1,44369.812228567665,0
2677,15822154,Miller,640,France,Male,46,3,207193.4025157108,1,1,1,88739.11177270993,1
2678,15627769,Davis,837,France,Male,20,2,0.0,3,1,1,75269.74975145016,0
2679,15727146,Rodriguez,510,France,Female,40,3,207151.67556033854,1,0,1,44271.48259757774,1
2680,15729927,Martinez,510,France,Male,36,5,0.0,1,1,1,369.2205358545238,1
2681,15702804,Smith,427,Spain,Female,48,9,131079.90912223936,1,1,0,91127.24049780161,0
2682,15790306,Johnson,387,France,Female,45,5,248482.41951737108,3,1,0,196115.07527764927,1
2683,15768748,Williams,743,Spain,Male,42,0,34106.78545542997,2,1,1,145995.22201000573,1
2684,15850630,Brown,790,Germany,Female,43,2,29576.16852197123,2,1,1,187919.0565994572,1
2685,15815469,Jones,377,Germany,Female,34,0,0.0,1,1,1,100068.5513935454,1
2686,15725442,Garcia,811,Spain,Male,48,0,131554.67260943577,2,0,1,197323.47732515715,1
2687,15660176,Miller,449,France,Male,43,0,0.0,1,1,0,39843.34335535775,1
2688,15567983,Davis,643,Germany,Female,37,2,93097.06845699792,2,1,0,110536.34995203002,0
2689,15731397,Rodriguez,749,Spain,Male,39,1,84908.9558538004,1,1,1,52101.01748772911,0
2690,15745211,Martinez,473,France,Female,47,3,233667.92974687833,1,1,0,45749.86946875853,1
2691,15786673,Smith,754,France,Female,48,6,192431.82591118867,4,1,0,187129.5114838247,1
2692,15728478,Johnson,441,France,Male,35,10,6788.839222735737,1,1,0,115349.57689239913,1
2693,15734210,Williams,604,France,Female,30,10,0.0,1,1,0,16714.600947600837,1
2694,15774645,Brown,446,France,Male,34,1,0.0,1,1,1,73513.57089705032,1
2695,15684707,Jones,355,Germany,Female,34,1,245082.6954338923,1,0,1,167610.90267916545,1
2696,15802141,Garcia,518,Spain,Male,40,10,163095.42188070947,1,1,1,18751.733113992046,1
2697,15769755,Miller,732,Spain,Male,50,6,215422.47429533166,1,1,0,4388.452176888622,1
2698,15573162,Davis,620,Germany,Male,34,8,0.0,1,0,1,169150.81990959827,0
2699,15665824,Rodriguez,457,Germany,Female,42,10,151635.6523427284,1,1,0,136298.30669178406,1
2700,15838361,Martinez,736,Germany,Male,37,2,0.0,1,0,0,14033.413055250569,1
2701,15714287,Smith,648,Germany,Male,39,9,159906.96420866504,1,1,0,36753.76435681948,1
2702,15797197,Johnson,396,France,Female,42,7,216036.29975186067,2,1,0,14190.558550345802,1
2703,15733561,Williams,448,Germany,Male,51,5,163230.2922665972,1,1,1,13902.781279273546,1
2704,15772522,Brown,363,Spain,Female,41,5,0.0,1,1,0,180018.7037156213,1
2705,15757822,Jones,543,France,Male,18,2,0.0,3,1,0,150726.63045777284,1
2706,15601728,Garcia,506,Spain,Male,37,9,31818.87939652578,2,1,1,102594.2743060812,1
2707,15739622,Miller,737,Spain,Female,54,8,0.0,1,1,1,63804.188911267585,0
2708,15714631,Davis,503,Germany,Male,50,8,0.0,3,0,0,122276.10004814534,1
2709,15780935,Rodriguez,464,France,Female,46,3,199244.1427303894,4,0,1,57121.28748677967,1
2710,15644704,Martinez,745,Spain,Male,50,9,0.0,1,1,1,28448.629792995573,1
